Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1520774805,2018-03-11T13:26:45Z,AVA120,"51.208282,-0.621989",10100,298,48
1520774817,2018-03-11T13:26:57Z,AVA120,"51.219425,-0.601959",9975,297,48
1520774832,2018-03-11T13:27:12Z,AVA120,"51.232693,-0.578003",10000,282,48
1520774844,2018-03-11T13:27:24Z,AVA120,"51.242935,-0.55954",10025,278,48
1520774856,2018-03-11T13:27:36Z,AVA120,"51.253269,-0.540771",9975,282,48
1520774868,2018-03-11T13:27:48Z,AVA120,"51.262905,-0.5233",9975,282,48
1520774880,2018-03-11T13:28:00Z,AVA120,"51.273891,-0.503387",10000,280,48
1520774896,2018-03-11T13:28:16Z,AVA120,"51.286739,-0.480194",10000,281,48
1520774910,2018-03-11T13:28:30Z,AVA120,"51.299011,-0.457937",10000,279,48
1520774922,2018-03-11T13:28:42Z,AVA120,"51.309906,-0.438265",9975,274,48
1520774934,2018-03-11T13:28:54Z,AVA120,"51.319794,-0.420301",10025,272,49
1520774946,2018-03-11T13:29:06Z,AVA120,"51.329708,-0.401993",9975,275,51
1520774955,2018-03-11T13:29:15Z,AVA120,"51.335201,-0.38765",9975,270,64
1520774962,2018-03-11T13:29:22Z,AVA120,"51.337856,-0.374908",9975,269,69
1520774970,2018-03-11T13:29:30Z,AVA120,"51.338837,-0.361584",10000,261,86
1520774991,2018-03-11T13:29:51Z,AVA120,"51.33321,-0.32618",10000,247,117
1520774999,2018-03-11T13:29:59Z,AVA120,"51.329086,-0.316673",10000,244,127
1520775008,2018-03-11T13:30:08Z,AVA120,"51.318695,-0.302421",10000,237,145
1520775014,2018-03-11T13:30:14Z,AVA120,"51.312515,-0.296334",9975,237,148
1520775024,2018-03-11T13:30:24Z,AVA120,"51.304688,-0.288465",10000,238,147
1520775043,2018-03-11T13:30:43Z,AVA120,"51.28418,-0.267903",9975,240,148
1520775054,2018-03-11T13:30:54Z,AVA120,"51.275101,-0.259171",9975,242,149
1520775065,2018-03-11T13:31:05Z,AVA120,"51.263168,-0.25224",9975,231,165
1520775071,2018-03-11T13:31:11Z,AVA120,"51.25882,-0.25135",10000,229,174
1520775080,2018-03-11T13:31:20Z,AVA120,"51.24728,-0.25239",10000,227,190
1520775086,2018-03-11T13:31:26Z,AVA120,"51.242199,-0.25439",10000,236,194
1520775095,2018-03-11T13:31:35Z,AVA120,"51.232361,-0.26174",9975,236,208
1520775106,2018-03-11T13:31:46Z,AVA120,"51.225239,-0.27084",10000,231,218
1520775115,2018-03-11T13:31:55Z,AVA120,"51.218399,-0.28505",9975,239,240
1520775126,2018-03-11T13:32:06Z,AVA120,"51.213558,-0.30556",9975,248,259
1520775135,2018-03-11T13:32:15Z,AVA120,"51.21286,-0.32333",9975,255,273
1520775143,2018-03-11T13:32:23Z,AVA120,"51.215237,-0.341187",10000,260,287
1520775150,2018-03-11T13:32:30Z,AVA120,"51.218216,-0.351488",9975,263,297
1520775159,2018-03-11T13:32:39Z,AVA120,"51.225246,-0.366287",9875,268,314
1520775172,2018-03-11T13:32:52Z,AVA120,"51.237164,-0.380096",9650,273,328
1520775180,2018-03-11T13:33:00Z,AVA120,"51.24678,-0.389347",9475,273,328
1520775186,2018-03-11T13:33:06Z,AVA120,"51.253315,-0.395889",9375,273,327
1520775198,2018-03-11T13:33:18Z,AVA120,"51.266327,-0.408795",9150,274,328
1520775214,2018-03-11T13:33:34Z,AVA120,"51.281799,-0.424087",9025,272,328
1520775228,2018-03-11T13:33:48Z,AVA120,"51.297539,-0.439682",8975,271,328
1520775237,2018-03-11T13:33:57Z,AVA120,"51.308533,-0.44799",9000,272,338
1520775243,2018-03-11T13:34:03Z,AVA120,"51.315948,-0.452147",9000,274,341
1520775251,2018-03-11T13:34:11Z,AVA120,"51.325333,-0.456696",8975,275,343
1520775259,2018-03-11T13:34:19Z,AVA120,"51.336132,-0.461655",8975,276,344
1520775272,2018-03-11T13:34:32Z,AVA120,"51.351425,-0.468552",8975,274,344
1520775284,2018-03-11T13:34:44Z,AVA120,"51.365555,-0.474701",9000,269,344
1520775295,2018-03-11T13:34:55Z,AVA120,"51.379807,-0.483844",8975,271,330
1520775306,2018-03-11T13:35:06Z,AVA120,"51.388779,-0.495276",8975,272,328
1520775318,2018-03-11T13:35:18Z,AVA120,"51.396557,-0.515213",9000,253,292
1520775327,2018-03-11T13:35:27Z,AVA120,"51.398621,-0.531575",9000,247,274
1520775347,2018-03-11T13:35:47Z,AVA120,"51.393398,-0.56164",8975,231,239
1520775363,2018-03-11T13:36:03Z,AVA120,"51.379799,-0.584412",9000,230,222
1520775375,2018-03-11T13:36:15Z,AVA120,"51.369827,-0.598681",8975,231,221
1520775387,2018-03-11T13:36:27Z,AVA120,"51.36058,-0.611894",8925,229,221
1520775399,2018-03-11T13:36:39Z,AVA120,"51.351959,-0.62706",8725,231,228
1520775406,2018-03-11T13:36:46Z,AVA120,"51.348793,-0.636978",8600,237,247
1520775415,2018-03-11T13:36:55Z,AVA120,"51.34684,-0.652771",8425,240,253
1520775435,2018-03-11T13:37:15Z,AVA120,"51.349178,-0.68071",8175,196,278
1520775444,2018-03-11T13:37:24Z,AVA120,"51.35252,-0.7032",7950,251,281
1520775459,2018-03-11T13:37:39Z,AVA120,"51.356609,-0.73128",7625,249,281
1520775473,2018-03-11T13:37:53Z,AVA120,"51.36034,-0.7576",7500,248,282
1520775488,2018-03-11T13:38:08Z,AVA120,"51.364151,-0.78508",7225,251,280
1520775499,2018-03-11T13:38:19Z,AVA120,"51.36726,-0.80304",7050,254,288
1520775508,2018-03-11T13:38:28Z,AVA120,"51.371799,-0.82071",6925,249,292
1520775518,2018-03-11T13:38:38Z,AVA120,"51.376789,-0.83719",6850,240,294
1520775539,2018-03-11T13:38:59Z,AVA120,"51.386921,-0.868",6550,228,296
1520775553,2018-03-11T13:39:13Z,AVA120,"51.39423,-0.88928",6350,215,297
1520775563,2018-03-11T13:39:23Z,AVA120,"51.399769,-0.90236",6250,210,307
1520775574,2018-03-11T13:39:34Z,AVA120,"51.40773,-0.91232",6150,218,331
1520775583,2018-03-11T13:39:43Z,AVA120,"51.416569,-0.91675",6075,210,349
1520775594,2018-03-11T13:39:54Z,AVA120,"51.427368,-0.91835",5975,210,356
1520775618,2018-03-11T13:40:18Z,AVA120,"51.45071,-0.90823",5775,203,43
1520775628,2018-03-11T13:40:28Z,AVA120,"51.456989,-0.89628",5675,202,54
1520775644,2018-03-11T13:40:44Z,AVA120,"51.465221,-0.87784",5500,200,56
1520775658,2018-03-11T13:40:58Z,AVA120,"51.473011,-0.85923",5350,196,65
1520775668,2018-03-11T13:41:08Z,AVA120,"51.475368,-0.8448",5250,194,84
1520775678,2018-03-11T13:41:18Z,AVA120,"51.475971,-0.83069",5100,195,90
1520775704,2018-03-11T13:41:44Z,AVA120,"51.476109,-0.80505",4750,198,90
1520775712,2018-03-11T13:41:52Z,AVA120,"51.47617,-0.78174",4425,197,89
1520775718,2018-03-11T13:41:58Z,AVA120,"51.47617,-0.77216",4325,195,89
1520775728,2018-03-11T13:42:08Z,AVA120,"51.47625,-0.75798",4150,193,89
1520775734,2018-03-11T13:42:14Z,AVA120,"51.47625,-0.75058",4050,191,89
1520775743,2018-03-11T13:42:23Z,AVA120,"51.476349,-0.73662",3850,187,89
1520775754,2018-03-11T13:42:34Z,AVA120,"51.47644,-0.72324",3675,179,89
1520775760,2018-03-11T13:42:40Z,AVA120,"51.47649,-0.71545",3575,173,89
1520775770,2018-03-11T13:42:50Z,AVA120,"51.476528,-0.7029",3475,168,89
1520775779,2018-03-11T13:42:59Z,AVA120,"51.476631,-0.69199",3325,166,89
1520775790,2018-03-11T13:43:10Z,AVA120,"51.476669,-0.67833",3150,163,89
1520775799,2018-03-11T13:43:19Z,AVA120,"51.476761,-0.66638",3000,159,89
1520775810,2018-03-11T13:43:30Z,AVA120,"51.476768,-0.65941",2925,158,89
1520775826,2018-03-11T13:43:46Z,AVA120,"51.47691,-0.6369",2650,155,89
1520775835,2018-03-11T13:43:55Z,AVA120,"51.476952,-0.62637",2525,154,89
1520775844,2018-03-11T13:44:04Z,AVA120,"51.47699,-0.61323",2350,154,89
1520775855,2018-03-11T13:44:15Z,AVA120,"51.477039,-0.60239",2225,153,89
1520775865,2018-03-11T13:44:25Z,AVA120,"51.477081,-0.59163",2075,150,89
1520775881,2018-03-11T13:44:41Z,AVA120,"51.477139,-0.58174",1950,149,89
1520775894,2018-03-11T13:44:54Z,AVA120,"51.477139,-0.5764",1900,142,89
1520775959,2018-03-11T13:45:59Z,AVA120,"51.477402,-0.52141",1225,131,89
1520776168,2018-03-11T13:49:28Z,AVA120,"51.475983,-0.45005",0,28,90
1520776183,2018-03-11T13:49:43Z,AVA120,"51.475983,-0.448565",0,33,92
1520776198,2018-03-11T13:49:58Z,AVA120,"51.475998,-0.447025",0,15,90
1520776204,2018-03-11T13:50:04Z,AVA120,"51.475998,-0.446472",0,33,90
1520776224,2018-03-11T13:50:24Z,AVA120,"51.475998,-0.444546",0,29,90
1520776235,2018-03-11T13:50:35Z,AVA120,"51.475998,-0.44342",0,25,92
1520776251,2018-03-11T13:50:51Z,AVA120,"51.475937,-0.442274",0,26,95
1520776265,2018-03-11T13:51:05Z,AVA120,"51.475929,-0.441322",0,22,92
1520776276,2018-03-11T13:51:16Z,AVA120,"51.475895,-0.440903",0,19,101
1520776284,2018-03-11T13:51:24Z,AVA120,"51.475456,-0.440622",0,21,168
1520776299,2018-03-11T13:51:39Z,AVA120,"51.474895,-0.440604",0,21,180
